shapeName,shapeISO,shapeID,shapeGroup,shapeType,name_norm,tehsil_key,tehsil,spi_mean,spi_median,spi_std,spi_min,spi_max,spi_p25,spi_p75,spi_count,spi_range,ai_mean,ai_median,ai_std,ai_min,ai_max,ai_p25,ai_p75,ai_count,ai_range,area_km2,spi,ai,spi_z,ai_z,gap_index,gap_rank,queen_neighbors,spi_local_I,spi_spatial_lag,spi_local_p,spi_quadrant,spi_cluster,ai_local_I,ai_spatial_lag,ai_local_p,ai_quadrant,ai_cluster,gap_local_I,gap_spatial_lag,gap_local_p,gap_quadrant,gap_cluster,ols_fitted_spi,ols_residual,priority_strict,priority_relaxed,priority_lisa_gap,tri_mean,tri_count,forest_mean,forest_count,water_mean,water_count,snow_mean,snow_count,forest_pct,water_pct,snow_pct,tri_mean_z,forest_pct_z,water_pct_z,snow_pct_z,spi_sens_proposal,gap_sens_proposal,priority_sens_proposal,spi_sens_equal,gap_sens_equal,priority_sens_equal,spi_sens_terrain_emphasis,gap_sens_terrain_emphasis,priority_sens_terrain_emphasis,spi_sens_vegetation_water_emphasis,gap_sens_vegetation_water_emphasis,priority_sens_vegetation_water_emphasis,priority_frequency,spi_class,ai_class,bivariate_class
GUPIS,,9618217B90015961408219,PAK,ADM3,GUPIS,GUPIS,GUPIS,0.1165447384119033,0.0846885815262794,0.4646669626235962,-1.4545458555221558,2.632221937179565,-0.1904441714286804,0.3986612558364868,529770,4.086767673492432,0.2441778630018234,0.1457599848508834,0.2571898400783539,0.0001642556744627,1.0,0.0439847260713577,0.3655087947845459,529770,0.999835729598999,5298.000053249942,0.1165447384119033,0.2441778630018234,1.1127600143314507,-1.8336051648548728,2.9463651791863237,4,7,1.0231136796615217,0.9194378540607531,0.011,1,HH,3.0082186147349246,-1.6406032620294346,0.001,3,LL,2.1936455481548656,1.3805858285529307,0.001,1,HH,0.18089429804871185,-0.06434955963680855,True,True,True,49.854896545410156,529770,0.004460426047444344,529770,0.3963267207145691,529770,0.2901114821434021,529770,0.44604260474443436,39.63267207145691,29.01114821434021,0.7625302478346656,-1.1795556229363762,2.3079680887745586,1.6670145923959838,0.7217690000140815,2.982345559381998,True,0.8894893265172079,3.283099079762784,True,0.7416014015056389,2.9046019339850795,True,0.7019365985225241,3.063134844182621,True,5,High,Low,High SPI / Low AI
ISHKOMEN,,9618217B15965056410830,PAK,ADM3,ISHKOMEN,ISHKOMEN,ISHKOMEN,0.1031198352575302,0.0640891045331955,0.4616274535655975,-1.2326328754425049,3.229928731918335,-0.2065388113260269,0.3982383012771606,274286,4.46256160736084,0.2574337124824524,0.1608868092298507,0.2609871923923492,0.0004397047450765,1.0,0.0560112558305263,0.3774986267089844,275483,0.999560296535492,2754.8893163101693,0.1031198352575302,0.2574337124824524,1.0697737017032662,-1.7798182739387738,2.8495919756420403,6,7,1.001502905443736,0.9361820204115777,0.027,1,HH,2.7525103783992457,-1.5465120336740246,0.001,3,LL,2.057495171288365,1.3388738978294032,0.001,1,HH,0.16881247220446594,-0.06569263694693574,True,True,True,56.275203704833984,275483,0.003916757181286812,275483,0.3391352593898773,275483,0.2677873969078064,274286,0.3916757181286812,33.91352593898773,26.77873969078064,1.2291144197523414,-1.1834635569298084,1.873798585147396,1.4608246296672374,0.7896632901480493,3.0366166671235186,True,0.8450685194092915,3.1569249350835253,True,0.878057980712404,3.0478812233112174,True,0.7012685995836945,3.008177869639626,True,5,High,Low,High SPI / Low AI
PUNIAL,,9618217B13486207754369,PAK,ADM3,PUNIAL,PUNIAL,PUNIAL,-0.161054253578186,-0.1700726598501205,0.3882786333560943,-1.2539145946502686,1.993519306182861,-0.4216242730617523,0.067972794175148,154058,3.24743390083313,0.2606081068515777,0.136774256825447,0.2890029549598694,0.0005724855000153,1.0,0.0436523295938968,0.3783625364303589,154058,0.9994274973869324,1540.4236789470845,-0.161054253578186,0.2606081068515777,0.22389274149248653,-1.7669378618681382,1.9908306033606247,16,4,0.16441132898799712,0.7343307687958902,0.625,1,Not Significant,2.595049157619317,-1.468670298838714,0.002,3,LL,1.2755043883918216,1.188040315113503,0.029,1,HH,0.16591922270093376,-0.32697347627911977,False,True,True,49.03447723388672,154058,0.01166443806141615,154058,0.2354048490524292,154058,0.17290890216827393,154058,1.166443806141615,23.54048490524292,17.290890216827393,0.7029077631797748,-1.127772625617678,1.0863282228923277,0.5845068281695704,0.3041616176713915,2.2510300529667115,True,0.3114925471559987,2.274539851213708,True,0.3765246141256365,2.3107025370802416,True,0.2317986212171465,2.172962116784641,True,5,Medium,Low,Medium SPI / Low AI
YASIN,,9618217B38991384841424,PAK,ADM3,YASIN,YASIN,YASIN,0.066499076783657,0.0323848575353622,0.4653016328811645,-1.2173774242401123,2.510183572769165,-0.2566051483154297,0.3622554242610931,250094,3.727560997009277,0.3395663201808929,0.2529376149177551,0.2847531139850616,0.0065195737406611,1.0,0.1037572920322418,0.5196295976638794,250094,0.9934804439544678,2500.832620437283,0.066499076783657,0.3395663201808929,0.9525146530280169,-1.4465572771700357,2.3990719301980525,13,3,1.1154144469642782,1.1710207747654147,0.073,1,HH,2.4342326573207225,-1.682776545207335,0.004,3,LL,1.991128719395799,1.5390034608248504,0.005,1,HH,0.09395405865681566,-0.02745498187315866,True,True,True,54.263282775878906,250094,0.0029588874895125628,250094,0.31122297048568726,250094,0.27021878957748413,250094,0.2958887489512563,31.122297048568726,27.021878957748413,1.082901717261548,-1.1903487985957868,1.6619021877144093,1.4832814855092156,0.6904461476249367,2.5454453978941585,True,0.7594341479723465,2.684115889109034,True,0.7751586498951605,2.566016339566019,True,0.6057336453547131,2.507575460719144,True,5,High,Low,High SPI / Low AI
GILGIT,,9618217B24239170098361,PAK,ADM3,GILGIT,GILGIT,GILGIT,-0.0955894514918327,-0.1178681850433349,0.4108387529850006,-1.3821271657943726,2.4369266033172607,-0.3743506968021393,0.1566701382398605,400265,3.819053649902344,0.4785786867141723,0.4627393782138824,0.3053159415721893,0.0044376831501722,1.0,0.2027763128280639,0.7402565479278564,400265,0.9955623149871826,4002.692458970027,-0.0955894514918327,0.4785786867141723,0.43350992950993017,-0.8825011594809645,1.3160110889908947,25,9,0.26490199494745403,0.6110632696393316,0.298,1,Not Significant,1.240352887049008,-1.4054971755261043,0.004,3,LL,0.7717981520005577,1.087496116963815,0.034,1,HH,-0.03274647495333727,-0.06284297653849544,False,True,True,55.21427536010742,400265,0.028990793973207474,400265,0.23045732080936432,400265,0.16254451870918274,400265,2.8990793973207474,23.045732080936432,16.254451870918274,1.1520133775597343,-1.0032294349646083,1.0487690168199792,0.4887791951407844,0.4930686749178552,1.6672507180558735,True,0.4215830386389724,1.5695043993380033,True,0.60599303358106,1.757656707681197,True,0.3801443162546503,1.5483714392849435,True,5,Medium,Low,Medium SPI / Low AI
ALIABAD,,9618217B18607943062555,PAK,ADM3,ALIABAD,ALIABAD,ALIABAD,0.0807505175471305,0.0311025530099868,0.4737537503242492,-1.2973380088806152,2.9657304286956787,-0.2408312410116195,0.3668247163295746,80554,4.263068199157715,0.2649149894714355,0.148549735546112,0.2870459854602813,0.0002089951158268,1.0,0.0255896858870983,0.438624769449234,80554,0.9997910261154176,805.707053881232,0.0807505175471305,0.2649149894714355,0.9981475250879666,-1.7494622692249617,2.747609794312928,8,3,1.173881476987425,1.1760600988155245,0.066,1,HH,2.771358193701,-1.5841200135906635,0.001,3,LL,2.205593227531529,1.4885173224332593,0.003,1,HH,0.16199378541977189,-0.08124326787264138,True,True,True,68.4262466430664,80554,0.0011669191299006343,80554,0.28538620471954346,80554,0.19801248610019684,80554,0.11669191299006343,28.538620471954346,19.801248610019684,2.112169414862589,-1.203229606204243,1.4657621432358663,0.8163688274701218,0.9596681171616666,3.2768339511645967,True,0.7977676948410836,3.049488458083217,True,1.157758431796344,3.4214595677329136,True,0.7615778025269887,3.0834609712374945,True,5,High,Low,High SPI / Low AI
GOJAL,,9618217B58972864826743,PAK,ADM3,GOJAL,GOJAL,GOJAL,0.2905263304710388,0.275033950805664,0.4344175159931183,-1.462783932685852,3.32912278175354,-0.0309566408395767,0.593865692615509,1069181,4.791906833648682,0.2496947944164276,0.1330063790082931,0.2784322202205658,1.1022413673345e-05,1.0,0.0252236165106296,0.4003849029541015,1080231,0.9999889731407166,10801.975096734663,0.2905263304710388,0.2496947944164276,1.6698461267453821,-1.811219682232839,3.4810658089782214,1,5,1.558400551779132,0.9332599733704429,0.008,1,HH,2.9303802529103318,-1.6179043777272846,0.001,3,LL,2.5827573885405815,1.3757987429569376,0.001,1,HH,0.17586598170857076,0.11466034876246806,True,True,True,53.69586944580078,1080231,0.0013062021462246776,1080231,0.545546293258667,1080231,0.30940869450569153,1069182,0.13062021462246776,54.5546293258667,30.940869450569153,1.0416659831797364,-1.202228429075879,3.4407698434826077,1.8452477184460863,1.0810504124663594,3.5317788601638513,True,1.2813637790081378,3.8993043225826742,True,1.0732899400639964,3.3612303157277825,True,1.0888108848687221,3.7184080250817892,True,5,High,Low,High SPI / Low AI
NAGAR-I,,9618217B7415913583848,PAK,ADM3,NAGAR I,NAGAR-I,NAGAR-I,0.090108647942543,0.0380415469408035,0.456426590681076,-1.1823434829711914,3.123436450958252,-0.2360627204179763,0.3768661022186279,141391,4.305779933929443,0.377833753824234,0.288504421710968,0.3341753482818603,0.0001554582267999,1.0,0.0566533543169498,0.6803950071334839,141391,0.9998445510864258,1414.0358344825297,0.090108647942543,0.377833753824234,1.0281121001889406,-1.291283465256189,2.31939556544513,15,5,0.9606206781845245,0.9343540242430638,0.042,1,HH,1.9917120287206542,-1.5424281982310526,0.002,3,LL,1.6706888940265385,1.3356857494468204,0.002,1,HH,0.05907583606831157,0.03103281187423143,True,True,True,57.47572326660156,141391,0.006711883936077356,141391,0.35623201727867126,141391,0.23993636667728424,141391,0.6711883936077356,35.62320172786713,23.993636667728424,1.3163600003280478,-1.1633719689413342,2.0035887795973966,1.2035866365049472,0.816956759291107,2.5915211174154793,True,0.8400408618722643,2.6601971568071447,True,0.9065819187911087,2.60053976386333,True,0.7273315997911053,2.5652956631361943,True,5,High,Low,High SPI / Low AI
NAGAR-II,,9618217B11035459557122,PAK,ADM3,NAGAR II,NAGAR-II,NAGAR-II,0.0283063128590583,0.0017112269997596,0.4253852963447571,-1.2250113487243652,2.184542179107666,-0.2521851360797882,0.2901908755302429,145097,3.4095535278320312,0.2894628643989563,0.170884758234024,0.3020277917385101,0.0001178349120891,1.0,0.0386747978627681,0.4656292796134949,145097,0.999882161617279,1450.7271779732664,0.0283063128590583,0.2894628643989563,0.830222069512251,-1.6498568932829627,2.4800789627952136,10,5,0.8633295627899581,1.0398778766470973,0.055,1,HH,2.4794989316169738,-1.5028569700267458,0.001,3,LL,1.8340008164042334,1.3712528572380736,0.001,1,HH,0.13962002882619862,-0.11131371596714032,False,True,True,58.81352615356445,145097,0.015231190249323845,145097,0.21773020923137665,145097,0.25472283363342285,145097,1.5231190249323845,21.773020923137665,25.472283363342285,1.4135823974350847,-1.1021345341452218,0.9521510324490019,1.3401575659921148,0.6813531668263461,2.7342729677571125,True,0.6509391154327449,2.710614182512839,True,0.8302105816546655,2.8488201757749465,True,0.5324957519980266,2.5825897534524027,True,5,High,Low,High SPI / Low AI
GULTARI,,9618217B83227364220136,PAK,ADM3,GULTARI,GULTARI,GULTARI,-0.1284079402685165,-0.1869021207094192,0.4062109291553497,-1.1763476133346558,2.029534816741944,-0.4538195729255676,0.117604836821556,349998,3.2058825492858887,0.5977091193199158,0.6151118278503418,0.2614103257656097,0.0312968455255031,1.0,0.3900402188301086,0.8248605728149414,352753,0.9687031507492064,3527.741004090233,-0.1284079402685165,0.5977091193199158,0.3284256840359101,-0.3991179109976111,0.7275435950335212,33,3,0.1317000191206511,0.401004018632876,0.681,1,Not Significant,0.39160680225630906,-0.9811807274634008,0.398,3,Not Significant,0.2924543320517398,0.7453882911915409,0.506,1,Not Significant,-0.14132594710226004,0.012918006833743528,False,True,False,35.52387237548828,352753,0.00418706564232707,352753,0.23185060918331146,352753,0.30223700404167175,349998,0.418706564232707,23.185060918331146,30.223700404167175,-0.2789509272895579,-1.1815205587385058,1.0593461783002884,1.7790084717368635,0.07175999582013756,0.513328421435274,True,0.34447079100227207,0.9604605831759814,True,0.04997362211309267,0.47128820047682973,True,0.09354636952718248,0.562976068513729,True,5,Medium,Medium,Medium SPI / Medium AI
KHARMANG,,9618217B70387484269248,PAK,ADM3,KHARMANG,KHARMANG,KHARMANG,-0.1333918869495391,-0.1808740198612213,0.425592839717865,-1.2416372299194336,2.1963906288146973,-0.4234491288661957,0.0994228646159172,277462,3.438027858734131,0.5054733753204346,0.4952422082424164,0.2887216508388519,0.0099833151325583,1.0,0.2589438855648041,0.7555239796638489,278952,0.9900166988372804,2789.4386265053045,-0.1333918869495391,0.5054733753204346,0.31246717113722666,-0.7733733601346159,1.0858405312718427,29,3,0.13182741335782666,0.4218920435002494,0.72,1,Not Significant,0.6393461571358003,-0.8266979315456555,0.213,3,Not Significant,0.3942927880948574,0.6733429453095184,0.41,1,Not Significant,-0.05725919625052173,-0.07613269069901737,False,True,False,48.477699279785156,278952,0.0051227449439466,278952,0.276753693819046,278952,0.18057046830654144,277462,0.51227449439466,27.675369381904602,18.057046830654144,0.662444935747106,-1.174794823318721,1.400228357493852,0.6552706699942878,0.3496155404670757,1.3298083052224865,True,0.3857872849791312,1.4020445598393116,True,0.4045883573330298,1.357666786025718,True,0.29464272360112165,1.2894769145411993,True,5,Medium,Low,Medium SPI / Low AI
RONDU,,9618217B20972596228202,PAK,ADM3,RONDU,RONDU,RONDU,-0.0520526096224784,-0.0835476815700531,0.4397838413715362,-1.2755770683288574,2.287968397140503,-0.3556425273418426,0.2072515189647674,165172,3.5635454654693604,0.4080899357795715,0.3422892689704895,0.2960822284221649,0.0051704919897019,1.0,0.1473300158977508,0.644641637802124,165172,0.994829535484314,1651.870393427601,-0.0520526096224784,0.4080899357795715,0.5729141601341385,-1.1685160816382996,1.741430241772438,18,4,0.29563792702197866,0.5160248211577803,0.408,1,Not Significant,1.3647598766554834,-1.1679427421675217,0.015,3,LL,0.8528501798316415,0.9081345370032013,0.081,1,HH,0.03149933698159607,-0.08355194660407447,False,True,True,58.37408447265625,165172,0.00615116348490119,165172,0.2631741464138031,165172,0.17999954521656036,165172,0.615116348490119,26.31741464138031,17.999954521656036,1.381646770727302,-1.16740247105092,1.297139098715455,0.6499975038420427,0.6177355358475881,2.151680727320144,True,0.5403452255584699,2.049051792463822,True,0.7494133815370916,2.250794659779667,True,0.48605769015808464,2.0199068727336282,True,5,Medium,Low,Medium SPI / Low AI
