shapeName,shapeISO,shapeID,shapeGroup,shapeType,name_norm,tehsil_key,tehsil,spi_mean,spi_median,spi_std,spi_min,spi_max,spi_p25,spi_p75,spi_count,spi_range,ai_mean,ai_median,ai_std,ai_min,ai_max,ai_p25,ai_p75,ai_count,ai_range,area_km2,spi,ai,spi_z,ai_z,gap_index,gap_rank,queen_neighbors,spi_local_I,spi_spatial_lag,spi_local_p,spi_quadrant,spi_cluster,ai_local_I,ai_spatial_lag,ai_local_p,ai_quadrant,ai_cluster,gap_local_I,gap_spatial_lag,gap_local_p,gap_quadrant,gap_cluster,ols_fitted_spi,ols_residual,priority_strict,priority_relaxed,priority_lisa_gap,tri_mean,tri_count,forest_mean,forest_count,water_mean,water_count,snow_mean,snow_count,forest_pct,water_pct,snow_pct,tri_mean_z,forest_pct_z,water_pct_z,snow_pct_z,spi_sens_proposal,gap_sens_proposal,priority_sens_proposal,spi_sens_equal,gap_sens_equal,priority_sens_equal,spi_sens_terrain_emphasis,gap_sens_terrain_emphasis,priority_sens_terrain_emphasis,spi_sens_vegetation_water_emphasis,gap_sens_vegetation_water_emphasis,priority_sens_vegetation_water_emphasis,priority_frequency,spi_class,ai_class,bivariate_class
DUDYAL,,9618217B37808039502792,PAK,ADM3,DUDYAL,DUDYAL,DUDYAL,-0.4524519145488739,-0.4869466423988342,0.2993616461753845,-1.0450944900512695,0.733349084854126,-0.6541008949279785,-0.2791733741760254,30598,1.7784435749053955,0.926343321800232,0.9548416137695312,0.0757268294692039,0.5155506730079651,1.0,0.8893114328384399,0.9847147464752196,31759,0.4844493269920349,317.5687767404139,-0.4524519145488739,0.926343321800232,-0.7091576358227004,0.9343471397287527,-1.6435047755514531,64,3,0.33039700140372885,-0.46590064706901485,0.434,3,Not Significant,0.7466564698211804,0.7991210526292613,0.153,1,Not Significant,0.604646978528324,-0.6822042897821391,0.237,3,Not Significant,-0.44085418228869583,-0.011597732260178073,False,False,False,9.195517539978027,31759,0.37413015961647034,31759,0.0002833842299878597,31759,0.002362823113799095,30598,37.413015961647034,0.028338422998785973,0.23628231137990952,-2.1923163370503755,1.4776591047851444,-0.6985985355707882,-0.990692751686255,-0.7958353784909601,-2.200968796586436,False,-0.6009871298805686,-1.913703678059291,False,-1.0540200406567153,-2.456528807468289,False,-0.5376507163252047,-1.8761095641771919,False,0,Low,High,Low SPI / High AI
MIRPUR,,9618217B94086344698677,PAK,ADM3,MIRPUR,MIRPUR,MIRPUR,-0.423738956451416,-0.4636507332324981,0.4084177911281585,-1.1369010210037231,0.5684335231781006,-0.7873468399047852,-0.1099825128912925,56758,1.7053345441818235,0.907995879650116,0.9409297704696656,0.0935675352811813,0.409347653388977,1.0,0.8562170267105103,0.9847147464752196,58237,0.590652346611023,582.1858084312614,-0.423738956451416,0.907995879650116,-0.6172192300804418,0.8599006192730222,-1.477119849353464,56,4,0.4010899765957871,-0.6498338953948558,0.32,3,Not Significant,0.7549225090151436,0.8779183222979541,0.12,1,Not Significant,0.6562987821233385,-0.823890307085482,0.168,3,Not Significant,-0.4241317081033174,0.0003927516519013907,False,False,False,6.924880027770996,58237,0.3967752456665039,58237,0.002541339723393321,58237,0.0028884741477668285,56758,39.67752456665039,0.2541339723393321,0.28884741477668285,-2.3573307977375504,1.6404337403543685,-0.6814572457160241,-0.9858377277980056,-0.8169909923193337,-2.1601927554325253,False,-0.5960480077243029,-1.831208463485413,False,-1.100672896825006,-2.4494568336699594,False,-0.5333090878136614,-1.794058138773074,False,0,Low,High,Low SPI / High AI
MUZAFFARABAD,,9618217B57894485120071,PAK,ADM3,MUZAFFARABAD,MUZAFFARABAD,MUZAFFARABAD,0.1210108399391174,0.0868879258632659,0.5025731921195984,-1.104190230369568,2.49973201751709,-0.2720025777816772,0.5059743523597717,128708,3.6039223670959473,0.6888999342918396,0.7616303563117981,0.2734993696212768,0.0205804910510778,1.0,0.4849259257316589,0.9258747100830078,130306,0.9794195294380188,1303.0581155334173,0.1210108399391174,0.6888999342918396,1.1270603958143144,-0.029102362419406887,1.1561627582337213,27,5,0.9428818491450608,0.836585024765969,0.045,1,HH,-0.0018483816927910136,0.0635131150575742,0.989,2,Not Significant,0.2599392193888042,0.41690428965679194,0.446,1,Not Significant,-0.22444031458928132,0.3454511545283987,False,True,False,47.625328063964844,130306,0.41140854358673096,130306,0.06777892261743546,130306,0.0736878514289856,128708,41.140854358673096,6.7778922617435455,7.36878514289856,0.6005004044303716,1.745619021208592,-0.18620553633692644,-0.3319197370372341,0.5895758492513263,0.9674491100068209,True,0.4569985380662007,0.773817987779926,True,0.5716552154507801,0.8546683437689749,True,0.6074964830518723,1.0932083765119822,True,5,High,Medium,High SPI / Medium AI
ATHUMQAM,,9618217B55768510626440,PAK,ADM3,ATHUMQAM,ATHUMQAM,ATHUMQAM,0.292233794927597,0.2413471788167953,0.4647551774978637,-0.977713942527771,2.270752191543579,-0.0560502149164676,0.6191989779472351,345318,3.2484660148620605,0.5039011240005493,0.5021505951881409,0.3099473714828491,0.0030726809054613,1.0,0.2222855687141418,0.7838425636291504,349429,0.9969273209571838,3494.316731916934,0.292233794927597,0.5039011240005493,1.6753133990293698,-0.7797529218789566,2.4550663209083265,11,4,1.2100577653919327,0.7222874037138406,0.036,1,HH,0.5180281310352821,-0.6643490732769541,0.231,3,Not Significant,0.990053789868295,0.7477890325495115,0.06,1,HH,-0.055826193661136725,0.3480599885887337,False,True,True,54.25493621826172,349429,0.3083544969558716,349429,0.08816096931695938,349429,0.2559393346309662,345318,30.835449695587158,8.816096931695938,25.59393346309662,1.0822951463331678,1.0048585380199186,-0.03147504172343453,1.351393425947666,0.8805466985857098,2.1811979297875412,True,0.8517680171443296,2.167776949776045,True,0.9401070384042024,2.137425114411635,True,0.8209863587672172,2.217813134941235,True,5,High,Low,High SPI / Low AI
ABBASPUR,,9618217B83205974251307,PAK,ADM3,ABBASPUR,ABBASPUR,ABBASPUR,-0.223064586520195,-0.2459912747144699,0.4193231165409088,-1.138911247253418,0.9647436141967772,-0.5463826656341553,0.0719681978225708,10289,2.1036548614501958,0.9290606379508972,0.9622238278388976,0.0833767503499984,0.5562490820884705,1.0,0.8968043327331543,1.0,10416,0.4437509179115295,104.27144702372694,-0.223064586520195,0.9290606379508972,0.02533670519402784,0.9453729127351499,-0.920036207541122,49,4,0.0013813775526918665,0.05452080458423117,0.98,1,Not Significant,0.7700143478685428,0.8145085790968345,0.103,1,Not Significant,0.20335013570262073,-0.4098482421907387,0.552,3,Not Significant,-0.44333083537260937,0.22026624885241436,False,False,False,38.705631256103516,10416,0.30568355321884155,10416,0.0,10416,0.029277782887220383,10289,30.568355321884155,0.0,2.9277782887220383,-0.04772237455987861,0.9856595871985186,-0.7007498495540256,-0.7421005028231918,-0.024139098358605712,-0.9837917938057593,False,-0.12622828493464436,-1.1510719868526955,False,-0.043156822696818184,-1.0076986008748667,False,-0.005121374020393185,-0.9543436393937477,False,0,Medium,High,Medium SPI / High AI
HAJEERA,,9618217B82484311896760,PAK,ADM3,HAJEERA,HAJEERA,HAJEERA,-0.3930440545082092,-0.4161876440048218,0.3100274801254272,-1.1156415939331057,0.967186152935028,-0.6280293464660645,-0.1935980319976806,25919,2.0828278064727783,0.9585066437721252,0.9746546149253844,0.0554786324501037,0.4665346443653106,1.0,0.9469975233078004,1.0,26795,0.5334653854370117,267.82666791784163,-0.3930440545082092,0.9585066437721252,-0.5189346736967076,1.064852928356605,-1.5837876020533126,62,4,0.20433653738357085,-0.3937615806782566,0.547,3,Not Significant,0.9437264758243183,0.886250533471113,0.068,1,HH,0.5895816527335365,-0.6902883606297676,0.199,3,Not Significant,-0.4701689127557758,0.07712485824756665,False,False,False,29.24726676940918,26795,0.2835603654384613,26795,0.0012688934803009033,26795,0.014650938101112843,25919,28.35603654384613,0.12688934803009033,1.4650938101112843,-0.735091849592265,0.8266363968858651,-0.6911170330506968,-0.8771971282597321,-0.3571806164645389,-1.633328163877819,False,-0.36919240350420723,-1.6664814430066026,False,-0.4374657696155238,-1.6966268501858544,False,-0.27689546331355397,-1.549869938342725,False,0,Medium,High,Medium SPI / High AI
RAWALAKOT,,9618217B87664867246475,PAK,ADM3,RAWALAKOT,RAWALAKOT,RAWALAKOT,-0.4154584109783172,-0.4546713829040527,0.3457351624965668,-1.0788499116897583,1.107825517654419,-0.6558527946472168,-0.2180447876453399,35278,2.186675548553467,0.9338163137435912,0.9622238278388976,0.0818173140287399,0.4124302864074707,1.0,0.9082183837890624,1.0,35662,0.5875697135925293,356.77077892190624,-0.4154584109783172,0.9338163137435912,-0.5907050636581259,0.9646695270689019,-1.5553745907270278,61,5,0.11073727715714184,-0.18746627372951,0.662,3,Not Significant,0.7610009601380394,0.7888721876084351,0.086,1,HH,0.4416399369596883,-0.526522419941811,0.264,3,Not Significant,-0.4476653178049112,0.032206906826593995,False,False,False,31.616334915161133,35662,0.20901800692081451,35662,0.0001962873648153618,35662,0.0360499806702137,35278,20.90180069208145,0.01962873648153618,3.60499806702137,-0.5629241212337021,0.29082014008862433,-0.6992597322222384,-0.679551054828763,-0.3942492181400869,-1.5921417548584276,False,-0.41272869204901974,-1.6372439018232252,False,-0.4301196506567764,-1.5858344213875621,False,-0.35837878562339737,-1.5924147597478675,False,0,Low,High,Low SPI / High AI
PALLANDARI,,9618217B46803973144296,PAK,ADM3,PALLANDARI,PALLANDARI,PALLANDARI,-0.3622144758701324,-0.3835003077983856,0.3176468908786773,-1.1178336143493652,1.0410847663879397,-0.6040066480636597,-0.1421387046575546,56661,2.1589183807373047,0.8514060378074646,0.9015079140663148,0.1518187224864959,0.1538906246423721,1.0,0.7755824327468872,0.9643452763557434,57278,0.8461093902587891,572.5306834574859,-0.3622144758701324,0.8514060378074646,-0.4202188848159612,0.6302818645792597,-1.050500749395221,51,4,0.19856628686662078,-0.47253061212035913,0.562,3,Not Significant,0.5620514882424851,0.8917462485100671,0.209,1,Not Significant,0.4168039452128491,-0.7357308787624542,0.348,3,Not Significant,-0.37255382811188803,0.01033935224175564,False,False,False,30.4444637298584,57278,0.2752016484737396,57278,1.7458709407947026e-05,57278,0.018879860639572144,56661,27.520164847373962,0.0017458709407947026,1.8879860639572144,-0.6480877330378654,0.7665532907871428,-0.7006173116012956,-0.8381379071814441,-0.33344091891583616,-1.1609738903373508,False,-0.3550724152583655,-1.208900730399567,False,-0.40154649117891505,-1.2101823257098188,False,-0.26533534665275726,-1.095049885467421,False,0,Medium,Medium,Medium SPI / Medium AI
BAR CHAMARKAND,,9618217B38361138378149,PAK,ADM3,BAR CHAMARKAND,BAR CHAMARKAND,BAR CHAMARKAND,-0.6170431971549988,-0.6336761713027954,0.253347635269165,-1.091953992843628,0.4228653907775879,-0.8135049343109131,-0.44856858253479,1547,1.5148193836212158,0.9120280146598816,0.9469975233078004,0.0898488461971283,0.5641329884529114,1.0,0.8609723448753357,0.9784520268440248,1665,0.4358670115470886,16.66556358839703,-0.6170431971549988,0.9120280146598816,-1.2361761363379926,0.8762613969241394,-2.112437533262132,71,2,2.163281591468653,-1.749978443910985,0.009,3,LL,0.7562285863587079,0.8630171191076408,0.226,1,Not Significant,1.6052973506899926,-1.409143244497841,0.034,3,LL,-0.4278067311970591,-0.1892364659579397,False,False,False,36.46294403076172,1665,0.057057056576013565,1665,0.0,1665,0.026073142886161804,1547,5.7057056576013565,0.0,2.6073142886161804,-0.21070559887034265,-0.8014869617027268,-0.7007498495540256,-0.7716992342114652,-0.5405588350163437,-1.7365945081961431,False,-0.62116041108464,-1.8884919085304683,False,-0.4865175543405403,-1.5788743204784463,False,-0.594600115692147,-1.9177778118169129,False,0,Low,High,Low SPI / High AI
BARANG,,9618217B27103402875346,PAK,ADM3,BARANG,BARANG,BARANG,-0.5786593556404114,-0.5917872190475464,0.3003450334072113,-1.2054929733276367,0.8000916242599487,-0.8160840272903442,-0.3715288043022156,26462,2.005584716796875,0.9097644686698914,0.9442119598388672,0.0943721532821655,0.5104225277900696,1.0,0.8609723448753357,0.9784520268440248,26710,0.4895774722099304,267.0539384890698,-0.5786593556404114,0.9097644686698914,-1.113271725613863,0.8670768402176762,-1.9803485658315392,69,5,1.5379594552027713,-1.3814771540656297,0.007,3,LL,0.7384918713645413,0.8517029138722535,0.092,1,HH,1.286169843228734,-1.204315327212619,0.011,3,LL,-0.42574365945793996,-0.15291569618247142,False,False,False,39.55876159667969,26710,0.05099213868379593,26710,0.00018719580839388072,26710,0.015049578621983528,26462,5.099213868379593,0.018719580839388072,1.5049578621983528,0.014277324770908591,-0.8450820620914723,-0.6993287508562667,-0.8735152002759851,-0.4764526158271557,-1.6253809040775669,False,-0.6009121721132038,-1.8463112288782508,False,-0.3978043427026779,-1.44157301149722,False,-0.5551008889516336,-1.8394054229185097,False,0,Low,High,Low SPI / High AI
KHAR,,9618217B31254576320005,PAK,ADM3,KHAR,KHAR,KHAR,-0.9129262566566468,-0.9853159189224244,0.1781276315450668,-1.171804428100586,0.0388825684785842,-1.0194660425186155,-0.9045846462249756,27496,1.2106870412826538,0.9581819772720336,0.9784520268440248,0.0584083124995231,0.4994658827781677,1.0,0.9499515891075134,1.0,27639,0.5005341172218323,276.41142835889747,-0.9129262566566468,0.9581819772720336,-2.1835886838153566,1.0635355626419398,-3.2471242464572967,81,7,3.17210910472469,-1.4527044988995388,0.001,3,LL,0.9716928334671666,0.9136439509868143,0.023,1,HH,2.234655309711617,-1.2761307288379515,0.001,3,LL,-0.4698730008176311,-0.4430532558390157,False,False,False,12.835186004638672,27639,0.008249212987720966,27639,0.00025326531613245606,27639,0.005125092808157206,27496,0.8249212987720966,0.025326531613245606,0.5125092808157206,-1.9278100362660116,-1.1523215284361237,-0.6988271835817937,-0.9651798458128132,-1.3437468102037164,-3.2021924471408134,False,-1.1860346485241857,-2.996273769447721,False,-1.4439703782294218,-3.1488709013611915,False,-1.243523242178011,-3.241721935043592,False,0,Low,High,Low SPI / High AI
MAMUND,,9618217B90172425710539,PAK,ADM3,MAMUND,MAMUND,MAMUND,-0.768831193447113,-0.88642418384552,0.275571197271347,-1.1288204193115234,0.5442036986351013,-0.9854012727737428,-0.5967621803283691,26014,1.6730241775512695,0.9441233277320862,0.969663143157959,0.0656173005700111,0.5848751664161682,1.0,0.9258747100830078,0.9847147464752196,26599,0.4151248335838318,266.03283752224746,-0.768831193447113,0.9441233277320862,-1.7221987308245001,1.0064912328660305,-2.7286899636905306,79,3,2.984081855908217,-1.7327163250663833,0.001,3,LL,0.9790728167655764,0.9727584153690251,0.097,1,HH,2.146992950173927,-1.4590156629427578,0.002,3,LL,-0.457059476071809,-0.311771717375304,False,False,False,24.00309181213379,26599,0.027933381497859955,26599,7.519079372286797e-05,26599,0.014952587895095348,26014,2.7933381497859955,0.007519079372286797,1.4952587895095348,-1.116202748038958,-1.0108301978824772,-0.7001790379532755,-0.8744110270993937,-0.9703861103417666,-2.5509212696449657,False,-0.9254057527435261,-2.514513833513354,False,-0.9964559233538748,-2.4455406633632863,False,-0.9443162973296584,-2.660579246916839,False,0,Low,High,Low SPI / High AI
NAWAGAI,,9618217B6749340310851,PAK,ADM3,NAWAGAI,NAWAGAI,NAWAGAI,-0.7291736006736755,-0.7777059078216553,0.2594961822032928,-1.1541175842285156,0.4362052977085113,-0.962793469429016,-0.5500459671020508,12529,1.5903228521347046,0.9087262749671936,0.9409297704696656,0.0918652340769767,0.4450413584709167,1.0,0.8572439551353455,0.9784520268440248,12716,0.5549586415290833,127.09234227098358,-0.7291736006736755,0.9087262749671936,-1.5952157901330508,0.8628642688907018,-2.458080059023753,76,4,2.8102536309893,-1.761676162166692,0.001,3,LL,0.8217613329034759,0.9523645404391724,0.1,1,HH,1.940194733990974,-1.46363513796061,0.005,3,LL,-0.424797414894216,-0.3043761857794595,False,False,False,28.11787223815918,12716,0.031849637627601624,12716,0.0005504876025952399,12716,0.014326881617307663,12529,3.1849637627601624,0.05504876025952399,1.4326881617307663,-0.8171685476452789,-0.9826798449579629,-0.6965708178658024,-0.8801901823361992,-0.8438800712211927,-2.2059520517260665,False,-0.8441523482013109,-2.238477955863204,False,-0.8416343928445322,-2.0783254501874353,False,-0.8461257495978531,-2.3449592668773556,False,0,Low,High,Low SPI / High AI
SALARZAI,,9618217B53890861075426,PAK,ADM3,SALARZAI,SALARZAI,SALARZAI,-0.6742478609085083,-0.7873517274856567,0.3451605439186096,-1.1104544401168823,1.011655569076538,-0.9610782861709596,-0.4708275198936462,23575,2.122109889984131,0.940521240234375,0.969663143157959,0.0828254073858261,0.455930083990097,1.0,0.9258747100830078,0.9847147464752196,23799,0.5440698862075806,237.95614985386965,-0.6742478609085083,0.940521240234375,-1.4193445012507415,0.9918754145744334,-2.411219915825175,74,4,2.2029564506703774,-1.552094258109366,0.002,3,LL,0.958246718695762,0.9660958469334577,0.055,1,HH,1.7658681623997023,-1.3580163032435693,0.001,3,LL,-0.453776412705204,-0.22047144820330428,False,False,False,25.18169403076172,23799,0.08920542895793915,23799,0.00029413000447675586,23799,0.015034008771181107,23575,8.920542895793915,0.029413000447675586,1.5034008771181107,-1.0305499706026524,-0.5704019666159501,-0.6985169589251164,-0.8736590067040094,-0.8255727226856732,-2.305825910024183,False,-0.793281975711932,-2.2845917657675763,False,-0.8651817734688851,-2.241342961715352,False,-0.7859636719024612,-2.368589014508607,False,0,Low,High,Low SPI / High AI
UTMAN KHEL,,9618217B58376820156413,PAK,ADM3,UTMAN KHEL,UTMAN KHEL,UTMAN KHEL,-0.6078145503997803,-0.6930937767028809,0.3603676259517669,-1.1644655466079712,0.7324021458625793,-0.9119644165039062,-0.3874713480472564,17036,1.8968677520751955,0.918937921524048,0.9622238278388976,0.0971845984458923,0.5037785172462463,1.0,0.8795361518859863,0.9847147464752196,17036,0.4962214827537536,170.30611119254485,-0.6078145503997803,0.918937921524048,-1.2066261656608726,0.9042990121133008,-2.110925177774173,70,4,1.5864068680464005,-1.3147459529667347,0.01,3,LL,0.8335431881268585,0.9217561635712841,0.09,1,HH,1.373014408512262,-1.206106850477728,0.014,3,LL,-0.4341046520851029,-0.17370989831467737,False,False,False,30.4573917388916,17036,0.09720591455698013,17036,0.00011739844921976328,17036,0.025219472125172615,17036,9.720591455698013,0.011739844921976328,2.5219472125172615,-0.6471482134417589,-0.5128938553690604,-0.6998586181491318,-0.7795839175269689,-0.6439920604778404,-1.929252554882826,False,-0.65987115112173,-1.979611767039003,False,-0.6480692581461065,-1.8402196835655542,False,-0.6399148628095741,-2.0251898699534605,False,0,Low,High,Low SPI / High AI
AMBAR UTMAN KHEL,,9618217B21414584218612,PAK,ADM3,AMBAR UTMAN KHEL,AMBAR UTMAN KHEL,AMBAR UTMAN KHEL,-0.7738173604011536,-0.846668004989624,0.2609461545944214,-1.204358458518982,0.4702314734458923,-1.004192590713501,-0.5931722521781921,22047,1.6745898723602295,0.8960537910461426,0.9258747100830078,0.0991537123918533,0.4767706990242004,1.0,0.8408964276313782,0.9746546149253844,23312,0.5232293009757996,233.19628794933223,-0.7738173604011536,0.8960537910461426,-1.7381643529997997,0.8114444401355817,-2.5496087931353815,78,2,2.8652426202430967,-1.6484302047146098,0.003,3,LL,0.7832923501786158,0.9653062014298079,0.234,1,Not Significant,1.938064723918719,-1.409542768362603,0.013,3,LL,-0.4132472879882126,-0.360570072412941,False,False,False,26.878597259521484,23312,0.010209334082901478,23312,0.0011582018341869116,23312,0.011205250397324562,22047,1.0209334082901478,0.11582018341869116,1.1205250397324562,-0.9072306078127951,-1.1382320259173606,-0.6919573496982492,-0.9090222271034764,-0.9221950536096295,-2.2791754034961875,False,-0.9116105526329702,-2.296986660165543,False,-0.9214086456101284,-2.142113018287646,False,-0.9229814616091305,-2.4281618230251354,False,0,Low,High,Low SPI / High AI
SAFI,,9618217B32259055898287,PAK,ADM3,SAFI,SAFI,SAFI,-0.8258403539657593,-0.9918752908706664,0.2865519225597381,-1.2036261558532717,0.5494376420974731,-1.0274940729141235,-0.6690877676010132,30830,1.7530637979507446,0.9088016152381896,0.9573683738708496,0.1086846068501472,0.3674336373806,1.0,0.8572439551353455,0.9847147464752196,32296,0.6325663328170776,322.88028693270456,-0.8258403539657593,0.9088016152381896,-1.9047410976889192,0.8631699693245799,-2.767911067013499,80,3,2.8727245136282757,-1.5081968447648035,0.001,3,LL,0.7367548992949088,0.8535455651584015,0.172,1,Not Significant,1.9011553314859426,-1.2736467712722297,0.009,3,LL,-0.42486608254426456,-0.4009742714214947,False,False,False,21.383607864379883,32296,0.012261580675840378,32296,0.0025699776597321033,32296,0.0076926411129534245,30830,1.2261580675840378,0.25699776597321033,0.7692641112953424,-1.3065689903799371,-1.1234803181726547,-0.6812398405594304,-0.9414654277892672,-1.0809654579754147,-2.5835939368829623,False,-1.0131886442253224,-2.514241804226457,False,-1.1213863490768041,-2.4826398818269544,False,-1.0405445668740252,-2.685813823951569,False,0,Low,High,Low SPI / High AI
UPPER MOMAND,,9618217B63558675564153,PAK,ADM3,UPPER MOMAND,UPPER MOMAND,UPPER MOMAND,-0.7597742676734924,-0.8868647813796997,0.3322867751121521,-1.2143778800964355,1.0801503658294678,-1.0137441158294678,-0.5996056199073792,49075,2.2945282459259038,0.8985347151756287,0.9438742995262146,0.1167795732617378,0.3170140087604522,1.0,0.8554245233535767,0.9809300899505616,51366,0.6829860210418701,513.8074016796696,-0.7597742676734924,0.8985347151756287,-1.6931986078233672,0.8215110296603636,-2.5147096374837306,77,1,3.2251049748708294,-1.9047410976889192,0.004,3,LL,0.7091036502717402,0.8631699693245799,0.461,1,Not Significant,2.0242908855571304,-1.492686492336413,0.051,3,LL,-0.41550848545496416,-0.34426578221852827,False,False,False,23.797592163085938,51366,0.039929136633872986,51366,0.00048670326941646636,51366,0.012831729836761951,49075,3.9929136633872986,0.048670326941646636,1.2831729836761951,-1.1311370621145123,-0.9246037792092183,-0.6970550372166282,-0.8939997197327407,-0.9571167350513463,-2.344822027791271,False,-0.9116988995682749,-2.307197218079048,False,-0.9891475004415051,-2.2500058720585496,False,-0.9250859696611874,-2.4419147214214516,False,0,Low,High,Low SPI / High AI
ASTORE,,9618217B70325037560475,PAK,ADM3,ASTORE,ASTORE,ASTORE,-0.0458510220050811,-0.0679423883557319,0.3811781406402588,-1.2615958452224731,2.8418750762939453,-0.3028210997581482,0.1809975951910019,518641,4.103470802307129,0.4516309797763824,0.413083553314209,0.3001852929592132,0.0012390034971758,1.0,0.186026394367218,0.7037344574928284,520612,0.998760998249054,5206.053764504701,-0.0458510220050811,0.4516309797763824,0.5927715386974751,-0.9918440858335905,1.5846156245310656,22,6,0.33871911525705906,0.5714159556333333,0.282,1,Not Significant,0.8945728030417841,-0.9019288573868387,0.035,3,LL,0.6789867097844908,0.7945493361974418,0.09,1,HH,-0.00818543097045804,-0.03766559103462306,False,True,True,48.8453369140625,520612,0.027667436748743057,520612,0.1930112987756729,520612,0.2683244049549103,518641,2.7667436748743057,19.30112987756729,26.832440495491028,0.6891623336683701,-1.0127418293738923,0.764497196820856,1.4657845493257071,0.39524659788690225,1.62090370571647,True,0.47667556261026023,1.7686249945986723,True,0.476575062881391,1.6800983846492783,True,0.31391813289241344,1.5417109286265003,True,5,Medium,Low,Medium SPI / Low AI
CHILAS,,9618217B41750222117386,PAK,ADM3,CHILAS,CHILAS,CHILAS,-0.1933259814977646,-0.2112988531589508,0.4038881063461303,-1.6253383159637451,2.302682876586914,-0.4700861871242523,0.0522846244275569,421974,3.928021192550659,0.4487927854061126,0.4056455790996551,0.2997507750988006,0.001575120142661,1.0,0.1868126988410949,0.7030643224716187,421974,0.9984248876571656,4219.784738764564,-0.1933259814977646,0.4487927854061126,0.12055921502672409,-1.0033603339032044,1.1239195489299285,28,6,0.10201905060685441,0.8462152858596509,0.676,1,Not Significant,1.018184420931342,-1.0147744399765832,0.031,3,LL,0.608292052092129,1.003599522845162,0.126,1,Not Significant,-0.0055986054227005755,-0.187727376075064,False,True,False,50.24708557128906,421974,0.04952911660075188,421974,0.147582545876503,421974,0.1517372727394104,421974,4.952911660075188,14.758254587650299,15.17372727394104,0.7910318735873081,-0.8555983783408808,0.4196244021801268,0.38896119049732153,0.24478221386032664,1.3929464991688905,True,0.1860047719809689,1.3064699689405532,True,0.3456841000270951,1.5025861356843881,True,0.14388032769355807,1.255384709812641,True,5,Medium,Low,Medium SPI / Low AI
DAREL TANGIR,,9618217B87521623220935,PAK,ADM3,DAREL TANGIR,DAREL TANGIR,DAREL TANGIR,-0.130639761686325,-0.1382114142179489,0.3893600702285766,-1.2456556558609009,1.881823301315308,-0.3853628635406494,0.1153475195169448,268204,3.127479076385498,0.3562758862972259,0.2854365706443786,0.2981287539005279,0.0003065845521632,1.0,0.090811476111412,0.5785073637962341,268204,0.9996933937072754,2682.0354177087866,-0.130639761686325,0.3562758862972259,0.3212794296389134,-1.3787565970802447,1.700036026719158,20,6,0.21133836520705074,0.6578023543075086,0.442,1,Not Significant,2.069896804106431,-1.5012778966858944,0.001,3,LL,1.067480256330502,1.1643545795008186,0.025,1,HH,0.07872439962625244,-0.20936416131257743,False,True,True,50.63145446777344,268204,0.08993899822235107,268204,0.09797020256519318,268204,0.1814362108707428,268204,8.993899822235107,9.797020256519318,18.14362108707428,0.8189651856273457,-0.5651290138254149,0.042991842522973216,0.6632668510320102,0.2943922169539807,1.8473001774263569,True,0.24002371633922853,1.769894417282704,True,0.40239559408183734,1.9598833051729088,True,0.18638883982612403,1.7052399446419142,True,5,Medium,Low,Medium SPI / Low AI
KHAPLU,,9618217B25754962135590,PAK,ADM3,KHAPLU,KHAPLU,KHAPLU,-0.0312645733356475,-0.0743952691555023,0.4328544437885284,-1.3395992517471311,2.7834064960479736,-0.335906982421875,0.2226689457893371,262577,4.1230058670043945,0.4736126959323883,0.4297506213188171,0.3019302785396576,0.0076416810043156,1.0,0.208240732550621,0.7331075668334961,263738,0.9923583269119264,2637.432394734466,-0.0312645733356475,0.4736126959323883,0.639477100400912,-0.9026511472173593,1.5421282476182712,23,4,0.3591170396849626,0.5615792019132801,0.336,1,Not Significant,1.2032069871999795,-1.3329700969296456,0.023,3,LL,0.8496877252688535,1.0216976192445224,0.083,1,HH,-0.028220304385594974,-0.0030442689500525255,False,True,True,52.01200866699219,263738,0.00581637816503644,263738,0.3730444610118866,263738,0.1775052845478058,262577,0.581637816503644,37.30444610118866,17.75052845478058,0.9192944567720236,-1.1698089339062392,2.1312206005255017,0.6269599858923152,0.5955536672211973,1.8505119650585344,True,0.6269165273209003,1.924261710061212,True,0.6394125295674365,1.826070051116087,True,0.551694804874958,1.86901354797046,True,5,High,Low,High SPI / Low AI
MASHABRUM,,9618217B85218379767883,PAK,ADM3,MASHABRUM,MASHABRUM,MASHABRUM,0.0488591231405735,-0.030583094805479,0.4626202285289764,-1.8036062717437744,3.748003244400024,-0.2973533272743225,0.345209538936615,586013,5.551609516143799,0.2620514631271362,0.1581874191761016,0.2783992290496826,2.586486802513832e-09,1.0,0.0308584813028574,0.4136633276939392,590792,1.0,5908.064033408854,0.0488591231405735,0.2620514631271362,0.8960318200921783,-1.7610813042284352,2.6571131243206136,9,2,0.6180476119525661,0.6897607853803509,0.308,1,Not Significant,2.2205052686756486,-1.260876067075447,0.008,3,LL,1.5073684143572321,1.0519446653522795,0.047,1,HH,0.16460369937834476,-0.11574457623777126,False,True,True,50.29164505004883,590792,0.00045532098738476634,590792,0.33772122859954834,590792,0.2749693691730499,586013,0.045532098738476634,33.772122859954834,27.496936917304993,0.7942701528443514,-1.2083446288658408,1.863063957422722,1.5271588412625348,0.617308521595205,2.743566330086289,True,0.7440370806659418,2.9735491649883867,True,0.663999570451796,2.7200080177081043,True,0.5706174727386139,2.760589122672247,True,5,High,Low,High SPI / Low AI
