,count,mean,std,min,25%,50%,75%,max
spi,81.0,-0.23097740324450525,0.31425231414665056,-0.9129262566566468,-0.4548050165176391,-0.223064586520195,0.0557818636298179,0.292233794927597
ai,81.0,0.6960722495008398,0.24798684242583566,0.1788792759180069,0.4736126959323883,0.8122048377990723,0.9038060903549194,0.9585066437721252
spi_z,81.0,-8.759282736722397e-18,1.0062305898749055,-2.1835886838153566,-0.7166922284906846,0.02533670519402784,0.9181983179426685,1.6753133990293698
ai_z,81.0,-1.5077102803551508e-17,1.0062305898749053,-2.0985604953740586,-0.9026511472173593,0.471219205357549,0.8429001441158857,1.064852928356605
gap_index,81.0,-5.893776550479226e-17,1.8658685530963923,-3.2471242464572967,-1.5553745907270278,-0.35470265744895135,1.6818479762684637,3.4810658089782214
area_km2,81.0,1557.9206662711847,2132.9059852019304,16.66556358839703,286.5323435705348,572.5306834574859,1972.763489668719,10801.975096734663
