shapeName,shapeISO,shapeID,shapeGroup,shapeType,name_norm,_key,tehsil,spi_mean,spi_count,ai_mean,ai_count,area_km2,spi,ai,spi_z,ai_z,gap_index,gap_rank,n_neighbors,spi_cluster,spi_local_I,spi_local_p,ai_cluster,ai_local_I,ai_local_p,gap_cluster,gap_local_I,gap_local_p,priority_strict,priority_relaxed,priority_lisa,tri_mean,forest_pct,water_pct,snow_pct,tri_mean_z,forest_pct_z,water_pct_z,snow_pct_z,spi_alt_proposal,spi_alt_equal,spi_alt_terrain_emphasis,spi_alt_veg_water_emph,priority_frequency,spi_class,ai_class,biv_class
NAGAR-I,,9618217B7415913583848,PAK,ADM3,NAGAR I,NAGAR I,NAGAR-I,0.0932945385575294,141391,0.3778337836265564,141391,1414.0358344825297,0.0932945385575294,0.3778337836265564,1.058263515551428,-1.2909408342136728,2.3492043497651007,15,5,HH,1.001730019842327,0.014,LL,1.9652511681987148,0.001,HH,1.6792016498475295,0.001,True,True,True,57.47573,0.006711884,0.35623202,0.23993637,1.3163604470136199,-1.1633719689413344,2.003588779597397,1.2035867100531152,0.8113182621495358,0.8400409919306995,0.9065821531661198,0.7273317448290021,4.0,High,Low,High SPI / Low AI
NAGAR-II,,9618217B11035459557122,PAK,ADM3,NAGAR II,NAGAR II,NAGAR-II,0.0281106531620025,145097,0.2894628942012787,145097,1450.7271779732664,0.0281106531620025,0.2894628942012787,0.84752524777923,-1.6492711096539872,2.496796357433217,10,5,HH,0.8917985293004146,0.007,LL,2.452031373292738,0.001,HH,1.835340581877767,0.001,False,True,True,58.813526,0.01523119,0.21773021,0.25472283,1.4135822851214632,-1.102134534145222,0.952151032449002,1.3401576454362354,0.677681901833254,0.6509391072153696,0.8302105374144727,0.5324957302205582,0.0,High,Low,High SPI / Low AI
GULTARI,,9618217B83227364220136,PAK,ADM3,GULTARI,GULTARI,GULTARI,-0.1243326514959335,349998,0.5967926383018494,349998,3527.741004090233,-0.1243326514959335,0.5967926383018494,0.3546789290587532,-0.40309657671940774,0.757775505778161,32,3,NS,0.14910266242650239,0.263,LL,0.3912937439385919,0.05,HH,0.30519426337778205,0.08,False,True,True,35.523872,0.0041870656,0.23185061,0.302237,-0.2789509604481753,-1.181520558738506,1.0593461783002887,1.7790085701267742,0.17465797384392476,0.3444708073100954,0.04997362029227051,0.09354637433808388,0.0,Med,Med,Med SPI / Med AI
KHARMANG,,9618217B70387484269248,PAK,ADM3,KHARMANG,KHARMANG,KHARMANG,-0.1287819594144821,277462,0.5043255090713501,277462,2789.4386265053045,-0.1287819594144821,0.5043255090713501,0.3402944007685081,-0.7780364704086787,1.1183308711771869,29,3,NS,0.15136605135436798,0.25,LL,0.6365527530574547,0.088,NS,0.40891755718337663,0.112,False,True,False,48.477707,0.005122745,0.2767537,0.18057048,0.662445413014439,-1.1747948233187213,1.4002283574938523,0.6552708575011856,0.34925703172438094,0.3857874511726889,0.40458862409273094,0.2946428949073563,0.0,Med,Low,Med SPI / Low AI
RONDU,,9618217B20972596228202,PAK,ADM3,RONDU,RONDU,RONDU,-0.0491728074848651,165172,0.4080899953842163,165172,1651.870393427601,-0.0491728074848651,0.4080899953842163,0.5976692822236795,-1.1682565796654598,1.7659258618891394,18,4,NS,0.31865048535513074,0.146,LL,1.3461212135792022,0.008,HH,0.8616907552861223,0.027,False,True,True,58.374084,0.0061511635,0.26317415,0.17999952,1.3816466599072195,-1.16740247105092,1.2971390987154552,0.6499972782304638,0.5811529885939806,0.5403451414505546,0.7494132922853136,0.4860576230703232,0.0,Med,Low,Med SPI / Low AI
SHIGAR,,9618217B26900800837648,PAK,ADM3,SHIGAR,SHIGAR,SHIGAR,0.002383382525295,886853,0.2982490956783294,886853,8917.203853891413,0.002383382525295,0.2982490956783294,0.7643494687413893,-1.6136444229042992,2.3779938916456884,14,7,HH,0.6182290900853972,0.007,LL,2.046703108049745,0.002,HH,1.4300951890491451,0.001,False,True,True,51.516426,0.0027317258,0.2990208,0.2495521,0.8832788045473156,-1.1919816543997819,1.5692692757978006,1.2923996645374438,0.5834859560586638,0.6382415226206946,0.632493412443988,0.49356641367432685,0.0,High,Low,High SPI / Low AI
SKARDU,,9618217B88498185372954,PAK,ADM3,SKARDU,SKARDU,SKARDU,-0.1338032335042953,193207,0.4056725800037384,193207,1932.184777118149,-0.1338032335042953,0.4056725800037384,0.3240607166719588,-1.178058824780043,1.5021195414520019,24,6,HH,0.17826981014300816,0.084,LL,1.1362660256656134,0.012,HH,0.6587005946068409,0.019,False,True,True,41.874683,0.008441723,0.26592204,0.22632304,0.1825826829501243,-1.1509377518771846,1.3179997561801178,1.0778511310085752,0.255339678500986,0.35687395456540816,0.22048142417792915,0.2006710880181976,0.0,Med,Low,Med SPI / Low AI
ALAI,,9618217B82118214800407,PAK,ADM3,ALAI,ALAI,ALAI,0.067724235355854,81851,0.7533820271492004,81851,818.5817149927121,0.067724235355854,0.7533820271492004,0.9755952092601808,0.23184915259959388,0.7437460566605869,33,5,HH,0.721834940005424,0.039,NS,0.055308823712043285,0.302,NS,0.1079516513708221,0.266,False,False,False,50.09878,0.24444418,0.0736338,0.1889752,0.7802540678658586,0.5454661961479872,-0.1417582001743392,0.7328985994863219,0.5276835526524438,0.4792151658314572,0.5878913330593242,0.4722113190835172,0.0,High,Med,High SPI / Med AI
BATAGRAM,,9618217B42013741972359,PAK,ADM3,BATAGRAM,BATAGRAM,BATAGRAM,-0.0176337677985429,53198,0.8273500204086304,53198,537.0035719552862,-0.0176337677985429,0.8273500204086304,0.699634400601699,0.531777913878275,0.16785648672342401,37,5,NS,0.3084006694724643,0.159,NS,0.27464560683920874,0.107,NS,-0.0036770823971283284,0.5,False,False,False,39.097275,0.37319827,0.11095385,0.053840343,-0.01926043745762819,1.470960615650397,0.14155734044494409,-0.5152355151945084,0.2862633658525165,0.26950550086080116,0.22851017818883068,0.3936140612898904,0.0,High,Med,High SPI / Med AI
DAGGAR,,9618217B69506225279330,PAK,ADM3,DAGGAR,DAGGAR,DAGGAR,-0.4535040557384491,64778,0.8153602480888367,64778,656.5941548691906,-0.4535040557384491,0.8153602480888367,-0.7095259907506141,0.48316124332353216,-1.1926872340741461,52,5,LL,0.47795309457916574,0.065,HH,0.25848035113177276,0.1,LL,0.41733471928489674,0.065,False,False,False,34.263165,0.1654788,0.0028782894,0.027664203,-0.37057061174273853,-0.02214308791159544,-0.678899288872794,-0.7570038764830398,-0.4224161191590241,-0.45715421625254193,-0.40509939825706337,-0.40108951358695466,0.0,Low,Med,Low SPI / Med AI
GAGRA,,9618217B56430132914599,PAK,ADM3,GAGRA,GAGRA,GAGRA,-0.3982023000717163,46037,0.7883821725845337,46037,472.097585627056,-0.3982023000717163,0.7883821725845337,-0.530736461356155,0.3737693237765359,-0.904505785132691,48,4,NS,0.024124988384373342,0.454,HH,0.2651910646958326,0.076,NS,0.19770180885070573,0.231,False,False,False,35.031857,0.20631659,4.23648e-05,0.025074977,-0.3147073169896473,0.27140214787989897,-0.7004282367735744,-0.7809185131738198,-0.33856637396588063,-0.3811629797642856,-0.325275241410953,-0.3052363869023911,0.0,Med,Med,Med SPI / Med AI
CHITRAL,,9618217B14913426707390,PAK,ADM3,CHITRAL,CHITRAL,CHITRAL,0.0528680011630058,584979,0.5161776542663574,584979,5917.922388566621,0.0528680011630058,0.5161776542663574,0.9275652852932096,-0.7299778565381391,1.6575431418313487,21,3,HH,1.0206374162780454,0.032,LL,0.6886817723455779,0.057,HH,0.9807802841565388,0.022,False,True,True,54.165703,0.04903805,0.27869678,0.250032,1.0758101745160702,-0.8591282115532576,1.4149792794282428,1.2968321851938853,0.7041138011167358,0.7321233568962352,0.7728511646407027,0.6132742365249872,0.0,High,Low,High SPI / Low AI
MASTUJ,,9618217B15142704211186,PAK,ADM3,MASTUJ,MASTUJ,MASTUJ,0.1699838638305664,879318,0.3439187705516815,879318,8849.246038145184,0.1699838638305664,0.3439187705516815,1.3061986526883669,-1.428460961664213,2.73465961435258,8,6,HH,1.5235187475998606,0.001,LL,2.0669881687986407,0.001,HH,2.0690974587898316,0.001,True,True,True,52.156555,0.0043812366,0.4000644,0.32150227,0.9297990223021304,-1.1801248426834086,2.3363427820263496,1.9569466245605256,0.8890563284522686,1.0107408965513993,0.8728679536024148,0.8025299430762828,4.0,High,Low,High SPI / Low AI
DASSU,,9618217B96945867102806,PAK,ADM3,DASSU,DASSU,DASSU,0.0787911340594291,351396,0.3454453647136688,351396,3513.9999394583187,0.0787911340594291,0.3454453647136688,1.0113742833096981,-1.4222708586777195,2.4336451419874177,11,6,HH,0.9270895966975208,0.004,LL,1.2067660250090126,0.018,HH,1.2436894929679898,0.006,True,True,True,56.94377,0.1316805,0.11360972,0.2462336,1.2777012550543996,-0.2650878352382597,0.1617193545725401,1.2617492645278134,0.6656172042795456,0.6090205097291234,0.7993533533446009,0.5334762542671491,4.0,High,Low,High SPI / Low AI
KANDIA,,9618217B42691934354201,PAK,ADM3,KANDIA,KANDIA,KANDIA,0.0977226048707962,208773,0.1788792759180069,208773,2087.676811297323,0.0977226048707962,0.1788792759180069,1.0725793701338293,-2.09767056173981,3.1702499318736397,2,5,HH,1.1254462842949247,0.006,LL,2.7740050897461974,0.001,HH,2.1768599225935623,0.001,True,True,True,60.750713,0.04492918,0.1764117,0.28282502,1.5543638425192057,-0.8886630774227933,0.6384812148543213,1.5997154079993223,0.7695009000967524,0.725974346987514,0.9351787992030907,0.5992878444424024,4.0,High,Low,High SPI / Low AI
PALAS,,9618217B98955281089867,PAK,ADM3,PALAS,PALAS,PALAS,0.266479879617691,141020,0.8050961494445801,141020,1410.343723108871,0.266479879617691,0.8050961494445801,1.6181684453833691,0.44154191236214224,1.1766265330212269,26,6,HH,1.6394353280770348,0.001,NS,-0.1329177776349112,0.224,HH,0.44767878941338307,0.04,False,False,True,57.39468,0.35347468,0.059608568,0.1933322,1.31047022219069,1.3291858902602696,-0.24823086216341575,0.7731407286640798,0.8959430236319419,0.791141494737906,0.9998087691224986,0.8458102274940459,0.0,High,Med,High SPI / Med AI
PATTAN,,9618217B74983796043949,PAK,ADM3,PATTAN,PATTAN,PATTAN,0.1869494616985321,64217,0.5770646929740906,64217,642.2212291880539,0.1869494616985321,0.5770646929740906,1.3610481094938387,-0.48309034083269736,1.8441384503265361,17,5,HH,1.6879146014268118,0.001,LL,0.43928171467675636,0.021,HH,1.1476272505699125,0.003,False,True,True,56.366756,0.14735973,0.09070807,0.33413136,1.2357677445851014,-0.15238434704038784,-0.012138707278035498,2.0735915862704504,0.8067131996431716,0.7862090691342821,0.8966249347333353,0.6330190803844727,0.0,High,Low,High SPI / Low AI
ADENZAI,,9618217B4451792369461,PAK,ADM3,ADENZAI,ADENZAI,ADENZAI,-0.655140221118927,38738,0.9168636798858644,38738,387.5036874842167,-0.655140221118927,0.9168636798858644,-1.3614118971317994,0.89474194496081,-2.2561538420926093,72,4,LL,1.3281858495930507,0.026,HH,0.5809978645755565,0.085,LL,1.061406034720927,0.035,False,False,False,24.079977,0.100082606,0.0018844545,0.010348002,-1.110615248216372,-0.49221597351807805,-0.6864439958278162,-0.9169399682834413,-0.8324461230775012,-0.8015537964614269,-0.8942584134284902,-0.7900013607198053,0.0,Low,High,Low SPI / High AI
LALQILLA,,9618217B49164558096656,PAK,ADM3,LALQILLA,LALQILLA,LALQILLA,-0.5349633097648621,21122,0.8900572657585144,21122,211.35278576809296,-0.5349633097648621,0.8900572657585144,-0.9728822172685218,0.7860460857215246,-1.7589283029900464,65,5,NS,0.45022258569307483,0.145,HH,0.4900590954464109,0.063,LL,0.5531478124034506,0.085,False,False,False,30.468214,0.12219487,4.7344e-05,0.03117992,-0.6463617386846059,-0.3332712953506125,-0.7003904371331193,-0.7245319741832201,-0.594528914640533,-0.6011388613378894,-0.6035734901098764,-0.5776673156213283,0.0,Low,High,Low SPI / High AI
MUNDA,,9618217B64606316264088,PAK,ADM3,MUNDA,MUNDA,MUNDA,-0.6588289141654968,22808,0.9305599331855774,22808,228.01114205602548,-0.6588289141654968,0.9305599331855774,-1.3733373719368165,0.9502781316995015,-2.3236155036363177,73,6,LL,1.6481393264323239,0.003,HH,0.8451688010045674,0.002,LL,1.4056574809885465,0.001,False,False,False,22.549833,0.11153981,0.002323746,0.016596923,-1.2218156624171503,-0.409860696311823,-0.6831091105957051,-0.8592236197641774,-0.8385672019959348,-0.7935022722722139,-0.9242298800249221,-0.7891637282322448,0.0,Low,High,Low SPI / High AI
SAMARBAGH(BARWA),,9618217B88301409575294,PAK,ADM3,SAMARBAGH BARWA,SAMARBAGH BARWA,SAMARBAGH(BARWA),-0.5196811556816101,28076,0.9060667753219604,28076,284.2665747426729,-0.5196811556816101,0.9060667753219604,-0.923475302357105,0.8509621684818395,-1.7744374708389445,66,4,LL,0.7343477485941616,0.059,HH,0.5679652275597529,0.079,LL,0.7514032071589567,0.054,False,False,False,30.263203,0.13346936,3.5179062e-05,0.033540502,-0.6612605671096213,-0.2522294095826873,-0.700482787380021,-0.7027291364414695,-0.5751409356483373,-0.5791754751284498,-0.5915579540445717,-0.5545770603189183,0.0,Low,High,Low SPI / High AI
TEMERGARA,,9618217B87730202746425,PAK,ADM3,TEMERGARA,TEMERGARA,TEMERGARA,-0.4134753942489624,64906,0.8944546580314636,64906,649.0157879567057,-0.4134753942489624,0.8944546580314636,-0.5801140857629284,0.8038768306040615,-1.38399091636699,55,8,LL,0.6008646581020071,0.001,HH,0.6294191585291582,0.001,LL,0.7287545496441579,0.003,False,False,False,31.061106,0.21394016,0.0012941792,0.036203105,-0.6032744128195797,0.326200947453584,-0.6909250759932103,-0.6781367738659947,-0.4034081775952979,-0.4115338288063002,-0.4417562943979538,-0.3575738246880005,0.0,Low,High,Low SPI / High AI
SWAT RANIZAI,,9618217B91992316601631,PAK,ADM3,SWAT RANIZAI,SWAT RANIZAI,SWAT RANIZAI,-0.601654052734375,65555,0.8628435730934143,65555,677.1415821315026,-0.601654052734375,0.8628435730934143,-1.188492127057675,0.6756987750646731,-1.8641909021223482,68,5,LL,1.1209993649541123,0.018,HH,0.4685272222810707,0.04,LL,0.8833040717482531,0.018,False,False,False,28.535492,0.11545844,0.0010925735,0.01382213,-0.7868188028289366,-0.38169331278555574,-0.6924555677130039,-0.8848521920828617,-0.6862714611456898,-0.6864549688525895,-0.7063442279409593,-0.6563953554250279,0.0,Low,Med,Low SPI / Med AI
BALAKOT,,9618217B1796422743035,PAK,ADM3,BALAKOT,BALAKOT,BALAKOT,0.0884559750556945,243355,0.5399168133735657,243355,2436.4136507362045,0.0884559750556945,0.5399168133735657,1.0426205313277161,-0.6337192415470561,1.6763397728747722,20,7,HH,0.9080381702542545,0.005,NS,0.1920602482826691,0.19,HH,0.5697714600240446,0.037,False,True,True,48.584194,0.19657882,0.0872083,0.2616774,0.6701841820609907,0.20140626756464447,-0.03870723329516433,1.404391621889393,0.5580529083313537,0.559318709554966,0.5802260028325585,0.4624590698473084,0.0,High,Low,High SPI / Low AI
MANSEHRA,,9618217B1764376648259,PAK,ADM3,MANSEHRA,MANSEHRA,MANSEHRA,-0.3167870938777923,133157,0.8053949475288391,133157,1368.082874998356,-0.3167870938777923,0.8053949475288391,-0.26752264064700704,0.4427534923352522,-0.7102761329822592,45,3,LH,-0.23937002358975515,0.068,NS,0.018935684994170844,0.477,NS,-0.1752026619475764,0.229,False,False,False,28.145216,0.2775313,0.051170543,0.042592194,-0.8151813983152033,0.7832989780704978,-0.3122882039004822,-0.6191257975572706,-0.2757715451842473,-0.24082410542561458,-0.39064300376216504,-0.1805056466821228,0.0,Med,Med,Med SPI / Med AI
ALPURI,,9618217B67800644266725,PAK,ADM3,ALPURI,ALPURI,ALPURI,0.1097306683659553,57179,0.7093082070350647,57179,571.8336793628346,0.1097306683659553,0.7093082070350647,1.111401212141456,0.05313663534515414,1.058264576796302,30,9,HH,0.4487501353931925,0.083,NS,0.007688313662436993,0.335,NS,0.0793786381784479,0.315,False,False,False,50.383755,0.40560347,0.0026583187,0.10117832,0.8009639730370426,1.7038916904784456,-0.6805691985271777,-0.07801196529040465,0.5545940804190598,0.43656862492447646,0.6274731500415731,0.5696126046292913,0.0,High,Med,High SPI / Med AI
BISHAM,,9618217B47007823281887,PAK,ADM3,BISHAM,BISHAM,BISHAM,-0.0321196764707565,18407,0.8010984063148499,18407,184.02470365650586,-0.0321196764707565,0.8010984063148499,0.6528017320339237,0.42533168288349565,0.227470049150428,36,5,HH,0.605491045235833,0.014,NS,0.1452363531484419,0.223,NS,0.03859596702347376,0.237,False,False,False,51.499825,0.30890423,0.06057478,0.043230895,0.8820723161758095,1.0088100660694104,-0.2408958424191806,-0.613226619868743,0.3901033347213012,0.259189979989324,0.5146798019585983,0.41505676108845924,0.0,High,Med,High SPI / Med AI
CHIKSAR,,9618217B39481930993585,PAK,ADM3,CHIKSAR,CHIKSAR,CHIKSAR,-0.1440897136926651,24074,0.8122048377990723,24074,240.65880789705173,-0.1440897136926651,0.8122048377990723,0.29080472091140475,0.47036654310480763,-0.1795618221934029,38,6,NS,0.14309352985248774,0.111,HH,0.263295219940883,0.073,NS,0.00351976058776036,0.471,False,False,False,48.273335,0.28017777,0.0068538673,0.04229457,0.6475930199759649,0.8023220531178202,-0.6487186528634094,-0.6218747214596884,0.17311939540642324,0.044830424692671844,0.29367191446308183,0.1795136504933299,0.0,Med,Med,Med SPI / Med AI
MARTUNG,,9618217B75574497464279,PAK,ADM3,MARTUNG,MARTUNG,MARTUNG,-0.2275180518627166,15128,0.8942193388938904,15128,151.34601738305108,-0.2275180518627166,0.8942193388938904,0.021082482625248568,0.8029226479322406,-0.781840165306992,47,4,NS,0.0013764323511663802,0.464,NS,0.482060030724504,0.109,NS,0.1211219864085199,0.287,False,False,False,42.55754,0.27994448,0.0038339503,0.025031768,0.23220811124015048,0.8006451279540221,-0.6716443809287966,-0.781317606565533,-0.009158276576307744,-0.10502718707503927,0.05828878308673027,0.024747235541222656,0.0,Med,High,Med SPI / High AI
PURAN,,9618217B85285460066544,PAK,ADM3,PURAN,PURAN,PURAN,-0.2574033737182617,24130,0.8301417231559753,24130,241.3192404649403,-0.2574033737182617,0.8301417231559753,-0.07553619730518062,0.5430978363200363,-0.6186340336252169,44,6,NS,0.00520390733886157,0.425,NS,0.25366995502231265,0.118,NS,0.09599564646799107,0.243,False,False,False,42.08966,0.25142977,0.0,0.031245584,0.19820576479208815,0.595679158089911,-0.7007498495540259,-0.7239254891699403,-0.06664326054508463,-0.15769760396049173,0.0045374132054313565,-0.045610808899397795,0.0,Med,Med,Med SPI / Med AI
BABUZAI,,9618217B96227356091196,PAK,ADM3,BABUZAI,BABUZAI,BABUZAI,-0.4201058745384216,32566,0.857529878616333,32566,325.5846085305739,-0.4201058745384216,0.857529878616333,-0.6015503030460764,0.6541525666021205,-1.2557028696481969,53,6,NS,0.25880937119261443,0.141,NS,0.320969165944094,0.102,NS,0.3347920815182025,0.104,False,False,False,35.003185,0.17358595,0.004114721,0.04691502,-0.31679094902095245,0.03613177530163623,-0.669512907536806,-0.5791992546014968,-0.35158632075958485,-0.38234283396440477,-0.3384759437708944,-0.3384558671902209,0.0,Low,Med,Low SPI / Med AI
BAHRAIN,,9618217B66331326355874,PAK,ADM3,BAHRAIN,BAHRAIN,BAHRAIN,0.219033807516098,318521,0.307002991437912,318521,3185.3552113610563,0.219033807516098,0.307002991437912,1.4647761922733593,-1.5781487308375204,3.0429249231108795,3,8,HH,1.2706786302607025,0.005,LL,1.362081907972846,0.007,HH,1.5246062119677766,0.004,True,True,True,52.762074,0.16235036,0.17917813,0.31833515,0.9738039668504481,-0.044630551531854044,0.6594825964626546,1.927694410520863,0.8471091519113969,0.8790876055755279,0.866052424166381,0.7327768352893713,4.0,High,Low,High SPI / Low AI
BARIKOT,,9618217B68002200879702,PAK,ADM3,BARIKOT,BARIKOT,BARIKOT,-0.5476511716842651,35069,0.81004399061203,35069,350.7276082587479,-0.5476511716842651,0.81004399061203,-1.0139018347154334,0.46160464229388526,-1.4755064770093187,56,5,LL,1.0073186666868508,0.015,HH,0.3096903520245859,0.053,LL,0.7110100472291399,0.02,False,False,False,30.24064,0.13618866,0.0035644015,0.026411677,-0.662900221400355,-0.23268288453054353,-0.673690662622176,-0.768572475318741,-0.5786384262109435,-0.5844615609679539,-0.5943261582974237,-0.5523834687326247,0.0,Low,Med,Low SPI / Med AI
CHARBAGH,,9618217B24557098667068,PAK,ADM3,CHARBAGH,CHARBAGH,CHARBAGH,-0.4683366119861603,13507,0.8814412355422974,13507,134.99297502027161,-0.4683366119861603,0.8814412355422974,-0.7574793643691012,0.7511094170893765,-1.5085887814584777,57,5,NS,0.16607886320174745,0.293,NS,0.2382204958089556,0.25,NS,0.2342842297285702,0.26,False,False,False,31.911587,0.16606204,0.010068853,0.03855124,-0.5414672499761217,-0.017950667891397192,-0.624312056650545,-0.6564488918119511,-0.45015339415699107,-0.4600447165825038,-0.46643790083571474,-0.42237072329468456,0.0,Low,High,Low SPI / High AI
KABAL,,9618217B36757297695869,PAK,ADM3,KABAL,KABAL,KABAL,-0.5955164432525635,40583,0.8660436272621155,40583,405.7665040758155,-0.5955164432525635,0.8660436272621155,-1.1686493517672665,0.688674499300924,-1.8573238510681904,67,7,LL,0.7424179568200443,0.036,HH,0.41370215646189273,0.036,LL,0.6646325702777047,0.032,False,False,False,23.43761,0.14446937,0.006825518,0.017372334,-1.157298059130628,-0.17316050296123386,-0.6489338680429381,-0.8520617531120244,-0.7485435706670208,-0.7078635458117061,-0.8384304733308051,-0.6891802986050968,0.0,Low,Med,Low SPI / Med AI
KHAWAZA KHELA,,9618217B23020330942802,PAK,ADM3,KHAWAZA KHELA,KHAWAZA KHELA,KHAWAZA KHELA,-0.3186922371387481,28650,0.7194160223007202,28650,286.5323435705348,-0.3186922371387481,0.7194160223007202,-0.273681932751728,0.09412226140139855,-0.36780419415312654,41,4,NS,-0.11090640566114714,0.204,NS,-0.015300685723203379,0.375,NS,-0.06046267259055797,0.276,False,False,False,34.0989,0.25033158,0.0034904014,0.048150282,-0.3825082486373673,0.5877853135113726,-0.6742524350439831,-0.5677901176438795,-0.23534006918280792,-0.2591913719534643,-0.26000344451958857,-0.1921485069453761,0.0,Med,Med,Med SPI / Med AI
MATTA,,9618217B40124352215218,PAK,ADM3,MATTA,MATTA,MATTA,-0.2889367043972015,68039,0.7246949076652527,68039,680.4163559458368,-0.2889367043972015,0.7246949076652527,-0.17748285857038487,0.11552732430155414,-0.29301018287193903,40,7,NS,-0.03231511383931,0.286,NS,-0.014749000032532876,0.337,NS,-0.026275866439165164,0.327,False,False,False,34.727047,0.25489792,0.009244698,0.062356383,-0.3368587983400205,0.6206085315137128,-0.6305686390690829,-0.43657957182782486,-0.17617808871996055,-0.19584961943080387,-0.20437992450180387,-0.13800417558933675,0.0,Med,Med,Med SPI / Med AI
TORGHER,,9618217B27486600301498,PAK,ADM3,TORGHER,TORGHER,TORGHER,-0.0546739511191844,44476,0.9537504315376282,44476,467.1352026233085,-0.0546739511191844,0.9537504315376282,0.5798841889720574,1.044312012269584,-0.4644278232975265,42,4,NS,0.06883943273878251,0.419,NS,0.5618234704329556,0.145,NS,0.056375341172762404,0.325,False,False,False,46.947334,0.36214387,0.00717053,0.05129557,0.5512283652423624,1.3915007549635459,-0.6463147049641894,-0.5387395663655613,0.30379426230976314,0.18941871221903936,0.3761561929144277,0.3404291248658909,0.0,Med,High,Med SPI / High AI
DIR,,9618217B75611380767926,PAK,ADM3,DIR,DIR,DIR,-0.0655442327260971,112244,0.6899107694625854,112244,1129.0781698158191,-0.0655442327260971,0.6899107694625854,0.5447407742747499,-0.025516970988184503,0.5702577452629344,34,6,NS,0.029991862456197806,0.429,NS,-0.0007874727627010806,0.5,NS,0.003994816123674909,0.485,False,True,False,40.687424,0.32931754,0.038011126,0.09786849,0.09630074468519768,1.1555425174515892,-0.41218803593553077,-0.10858226447962738,0.21843682991968483,0.1827682404304072,0.20114333077064298,0.2562186299852092,0.0,Med,Med,Med SPI / Med AI
SHARINGAL,,9618217B41054895723693,PAK,ADM3,SHARINGAL,SHARINGAL,SHARINGAL,0.2272515743970871,197298,0.348055899143219,197298,1972.763489668719,0.2272515743970871,0.348055899143219,1.4913440770649313,-1.4116855457169613,2.903029622781893,5,5,HH,1.1977291524708293,0.023,LL,1.016853396256434,0.05,HH,1.2804120612428571,0.022,True,True,True,50.092648,0.29541606,0.10801427,0.24714716,0.7798082881550632,0.9118560285076983,0.1192414776875317,1.2701871014651889,0.7787826238117408,0.7702732239538705,0.7806896366519793,0.7278377296404897,4.0,High,Low,High SPI / Low AI
WARI,,9618217B67850657595713,PAK,ADM3,WARI,WARI,WARI,-0.2373168766498565,48777,0.8384056687355042,48777,487.68500831272235,-0.2373168766498565,0.8384056687355042,-0.010596932452804592,0.5766068562585557,-0.5872037887113603,43,5,NS,0.004928254387929709,0.164,NS,0.269778860120102,0.135,NS,0.1586048701854376,0.133,False,False,False,35.397343,0.29612318,0.00032802345,0.056712694,-0.2881462758880848,0.9169388598006772,-0.6982596565047573,-0.4887058688594836,-0.10900958668350855,-0.13954323536291208,-0.13873019478854307,-0.059233019281334134,0.0,Med,Med,Med SPI / Med AI
